Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Feiertag,Wochenende,Wochentag,Monat,Temp_abw,Bewoelkung_kat,Windgeschwindigkeit_kat,Kalenderwoche,Jahreszeit,Umsatz_lag1,Umsatz_lag7,Feiertag_in_3_tagen,durchschnittlicher_Umsatz_vor_Feiertag,Kieler_Woche
4.0,80.6814437485115,7.0,14.3625,7.0,21.0,1.0,0,False,1,6,False,2,1,26,3,193.611313869673,511.714043984716,0.0,,True
5.0,293.582453806941,7.0,14.3625,7.0,21.0,1.0,0,False,1,6,False,2,1,26,3,80.6814437485115,190.742545388738,0.0,,True
1.0,114.248639971521,0.0,18.4375,10.0,5.0,1.0,0,False,2,6,False,0,1,26,3,293.582453806941,89.1125310007438,0.0,,True
2.0,517.169259136224,0.0,18.4375,10.0,5.0,1.0,0,False,2,6,False,0,1,26,3,114.248639971521,331.768630064753,0.0,,True
3.0,177.06025159912,0.0,18.4375,10.0,5.0,1.0,0,False,2,6,False,0,1,26,3,517.169259136224,119.068455962972,0.0,,True
4.0,74.4274080594379,0.0,18.4375,10.0,0.0,1.0,0,False,2,6,False,0,1,26,3,177.06025159912,508.608322070437,0.0,,True
5.0,359.294724220182,0.0,18.4375,10.0,0.0,1.0,0,False,2,6,False,0,1,26,3,74.4274080594379,193.611313869673,0.0,,True
1.0,139.644833904018,6.0,17.575,8.0,63.0,1.0,0,False,3,6,False,1,1,26,3,359.294724220182,80.6814437485115,0.0,,True
2.0,583.733870024269,6.0,17.575,8.0,63.0,1.0,0,False,3,6,False,1,1,26,3,139.644833904018,293.582453806941,0.0,,True
3.0,231.944214454895,6.0,17.575,8.0,63.0,1.0,0,False,3,6,False,1,1,26,3,583.733870024269,114.248639971521,0.0,,True
4.0,84.8155438313241,6.0,17.575,8.0,63.0,1.0,0,False,3,6,False,1,1,26,3,231.944214454895,517.169259136224,0.0,,True
5.0,379.567358758783,6.0,17.575,8.0,63.0,1.0,0,False,3,6,False,1,1,26,3,84.8155438313241,177.06025159912,0.0,,True
1.0,149.199619823898,4.0,20.1625,7.0,95.0,1.0,0,False,4,6,False,1,1,26,3,379.567358758783,74.4274080594379,0.0,,True
2.0,595.204307059367,4.0,20.1625,7.0,95.0,1.0,0,False,4,6,False,1,1,26,3,149.199619823898,359.294724220182,0.0,,True
3.0,232.1659297551,4.0,20.1625,7.0,95.0,1.0,0,False,4,6,False,1,1,26,3,595.204307059367,139.644833904018,0.0,,True
4.0,65.0878866069292,4.0,20.1625,7.0,95.0,1.0,0,False,4,6,False,1,1,26,3,232.1659297551,583.733870024269,0.0,,True
5.0,371.32461993901,4.0,20.1625,7.0,95.0,1.0,0,False,4,6,False,1,1,26,3,65.0878866069292,231.944214454895,0.0,,True
1.0,234.368963456298,6.0,16.9625,6.0,95.0,1.0,0,True,5,6,False,1,1,26,3,371.32461993901,84.8155438313241,0.0,,True
2.0,861.858616856627,6.0,16.9625,6.0,95.0,1.0,0,True,5,6,False,1,1,26,3,234.368963456298,379.567358758783,0.0,,True
3.0,396.51241111032,6.0,16.9625,6.0,95.0,1.0,0,True,5,6,False,1,1,26,3,861.858616856627,149.199619823898,0.0,,True
4.0,105.33599228222,6.0,16.9625,6.0,95.0,1.0,0,True,5,6,False,1,1,26,3,396.51241111032,595.204307059367,0.0,,True
5.0,498.133552158124,6.0,16.9625,6.0,95.0,1.0,0,True,5,6,False,1,1,26,3,105.33599228222,232.1659297551,0.0,,True
1.0,99.024824945212,7.0,17.3125,8.0,61.0,1.0,0,True,6,6,False,2,1,26,3,498.133552158124,65.0878866069292,0.0,,True
2.0,770.70069957598,7.0,17.3125,8.0,61.0,1.0,0,True,6,6,False,2,1,26,3,99.024824945212,371.32461993901,0.0,,True
3.0,288.960776618001,7.0,17.3125,8.0,61.0,1.0,0,True,6,6,False,2,1,26,3,770.70069957598,234.368963456298,0.0,,True
4.0,139.687762195994,7.0,17.3125,8.0,61.0,1.0,0,True,6,6,False,2,1,26,3,288.960776618001,861.858616856627,0.0,,True
5.0,316.483478198112,7.0,17.3125,8.0,61.0,1.0,0,True,6,6,False,2,1,26,3,139.687762195994,396.51241111032,0.0,,True
1.0,171.873065791742,3.0,18.3375,12.0,21.0,,0,False,0,6,False,0,2,27,3,316.483478198112,105.33599228222,0.0,,False
2.0,465.370251192507,3.0,18.3375,12.0,21.0,,0,False,0,6,False,0,2,27,3,171.873065791742,498.133552158124,0.0,,False
3.0,199.516734222146,3.0,18.3375,12.0,21.0,,0,False,0,6,False,0,2,27,3,465.370251192507,99.024824945212,0.0,,False
4.0,79.3880324911908,3.0,18.3375,12.0,21.0,,0,False,0,6,False,0,2,27,3,199.516734222146,770.70069957598,0.0,,False
5.0,265.398277170529,3.0,18.3375,12.0,21.0,,0,False,0,6,False,0,2,27,3,79.3880324911908,288.960776618001,0.0,,False
1.0,79.4657766414776,6.0,15.6875,14.0,61.0,,0,False,1,7,True,1,2,27,3,265.398277170529,139.687762195994,0.0,,False
2.0,394.082975399495,6.0,15.6875,14.0,61.0,,0,False,1,7,True,1,2,27,3,79.4657766414776,316.483478198112,0.0,,False
3.0,166.483219456976,6.0,15.6875,14.0,61.0,,0,False,1,7,True,1,2,27,3,394.082975399495,171.873065791742,0.0,,False
4.0,70.9302793020307,6.0,15.6875,14.0,61.0,,0,False,1,7,True,1,2,27,3,166.483219456976,465.370251192507,0.0,,False
5.0,316.146546755302,6.0,15.6875,14.0,61.0,,0,False,1,7,True,1,2,27,3,70.9302793020307,199.516734222146,0.0,,False
1.0,130.353573545155,6.0,17.1125,15.0,61.0,,0,False,2,7,False,1,2,27,3,316.146546755302,79.3880324911908,0.0,,False
2.0,409.989815931385,6.0,17.1125,15.0,61.0,,0,False,2,7,False,1,2,27,3,130.353573545155,265.398277170529,0.0,,False
3.0,221.64426829774,6.0,17.1125,15.0,61.0,,0,False,2,7,False,1,2,27,3,409.989815931385,79.4657766414776,0.0,,False
4.0,72.3068065016839,6.0,17.1125,15.0,61.0,,0,False,2,7,False,1,2,27,3,221.64426829774,394.082975399495,0.0,,False
5.0,276.124132291078,6.0,17.1125,15.0,61.0,,0,False,2,7,False,1,2,27,3,72.3068065016839,166.483219456976,0.0,,False
1.0,158.210589058586,7.0,20.4,9.0,61.0,,0,False,3,7,False,2,1,27,3,276.124132291078,70.9302793020307,0.0,,False
2.0,417.58250524734,7.0,20.4,9.0,61.0,,0,False,3,7,False,2,1,27,3,158.210589058586,316.146546755302,0.0,,False
3.0,153.536797218509,7.0,20.4,9.0,61.0,,0,False,3,7,False,2,1,27,3,417.58250524734,130.353573545155,0.0,,False
4.0,70.715968983487,7.0,20.4,9.0,61.0,,0,False,3,7,False,2,1,27,3,153.536797218509,409.989815931385,0.0,,False
5.0,312.120996437591,7.0,20.4,9.0,61.0,,0,False,3,7,False,2,1,27,3,70.715968983487,221.64426829774,0.0,,False
1.0,112.903849016111,0.0,26.9375,10.0,5.0,,0,False,4,7,True,0,1,27,3,312.120996437591,72.3068065016839,0.0,,False
2.0,438.323208441248,0.0,26.9375,10.0,5.0,,0,False,4,7,True,0,1,27,3,112.903849016111,276.124132291078,0.0,,False
3.0,173.627443141051,0.0,26.9375,10.0,5.0,,0,False,4,7,True,0,1,27,3,438.323208441248,158.210589058586,0.0,,False
4.0,55.6437295906243,0.0,26.9375,10.0,5.0,,0,False,4,7,True,0,1,27,3,173.627443141051,417.58250524734,0.0,,False
5.0,237.179690906075,0.0,26.9375,10.0,5.0,,0,False,4,7,True,0,1,27,3,55.6437295906243,153.536797218509,0.0,,False
1.0,150.979319145129,6.0,24.5875,10.0,65.0,,0,True,5,7,False,1,1,27,3,237.179690906075,70.715968983487,0.0,,False
2.0,576.842941856878,6.0,24.5875,10.0,65.0,,0,True,5,7,False,1,1,27,3,150.979319145129,312.120996437591,0.0,,False
3.0,264.250346671558,6.0,24.5875,10.0,65.0,,0,True,5,7,False,1,1,27,3,576.842941856878,112.903849016111,0.0,,False
4.0,59.349824147119,6.0,24.5875,10.0,65.0,,0,True,5,7,False,1,1,27,3,264.250346671558,438.323208441248,0.0,,False
5.0,266.318604850659,6.0,24.5875,10.0,65.0,,0,True,5,7,False,1,1,27,3,59.349824147119,173.627443141051,0.0,,False
1.0,84.8042447667398,5.0,25.2375,6.0,21.0,,0,True,6,7,False,1,1,27,3,266.318604850659,55.6437295906243,0.0,,False
2.0,538.601505202659,5.0,25.2375,6.0,21.0,,0,True,6,7,False,1,1,27,3,84.8042447667398,237.179690906075,0.0,,False
3.0,233.465594390411,5.0,25.2375,6.0,21.0,,0,True,6,7,False,1,1,27,3,538.601505202659,150.979319145129,0.0,,False
4.0,104.998588236863,5.0,25.2375,6.0,21.0,,0,True,6,7,False,1,1,27,3,233.465594390411,576.842941856878,0.0,,False
5.0,328.547948636354,5.0,25.2375,6.0,21.0,,0,True,6,7,False,1,1,27,3,104.998588236863,264.250346671558,0.0,,False
1.0,142.241358541915,5.0,20.8,10.0,61.0,,0,False,0,7,False,1,1,28,3,328.547948636354,59.349824147119,0.0,,False
2.0,464.435046624119,5.0,20.8,10.0,61.0,,0,False,0,7,False,1,1,28,3,142.241358541915,266.318604850659,0.0,,False
3.0,178.249125100998,5.0,20.8,10.0,61.0,,0,False,0,7,False,1,1,28,3,464.435046624119,84.8042447667398,0.0,,False
4.0,115.213371214749,5.0,20.8,10.0,61.0,,0,False,0,7,False,1,1,28,3,178.249125100998,538.601505202659,0.0,,False
5.0,250.701100019096,5.0,20.8,10.0,61.0,,0,False,0,7,False,1,1,28,3,115.213371214749,233.465594390411,0.0,,False
1.0,109.606492090567,7.0,19.6,15.0,63.0,,0,False,1,7,False,2,2,28,3,250.701100019096,104.998588236863,0.0,,False
2.0,497.86988009808,7.0,19.6,15.0,63.0,,0,False,1,7,False,2,2,28,3,109.606492090567,328.547948636354,0.0,,False
3.0,168.649860088863,7.0,19.6,15.0,63.0,,0,False,1,7,False,2,2,28,3,497.86988009808,142.241358541915,0.0,,False
4.0,87.6708765599203,7.0,19.6,15.0,63.0,,0,False,1,7,False,2,2,28,3,168.649860088863,464.435046624119,0.0,,False
5.0,279.718738861263,7.0,19.6,15.0,63.0,,0,False,1,7,False,2,2,28,3,87.6708765599203,178.249125100998,0.0,,False
1.0,116.752191041734,0.0,24.65,24.0,5.0,,0,False,2,7,False,0,4,28,3,279.718738861263,115.213371214749,0.0,,False
2.0,494.252899710859,0.0,24.65,24.0,5.0,,0,False,2,7,False,0,4,28,3,116.752191041734,250.701100019096,0.0,,False
3.0,228.11907513824,0.0,24.65,24.0,5.0,,0,False,2,7,False,0,4,28,3,494.252899710859,109.606492090567,0.0,,False
4.0,83.4772394737553,0.0,24.65,24.0,5.0,,0,False,2,7,False,0,4,28,3,228.11907513824,497.86988009808,0.0,,False
5.0,307.646493692214,0.0,24.65,24.0,5.0,,0,False,2,7,False,0,4,28,3,83.4772394737553,168.649860088863,0.0,,False
1.0,132.724706258412,0.0,24.757142,18.0,0.0,,0,False,3,7,False,0,3,28,3,307.646493692214,87.6708765599203,0.0,,False
2.0,531.353706005132,0.0,24.757142,18.0,0.0,,0,False,3,7,False,0,3,28,3,132.724706258412,279.718738861263,0.0,,False
3.0,223.619119116075,0.0,24.757142,18.0,0.0,,0,False,3,7,False,0,3,28,3,531.353706005132,116.752191041734,0.0,,False
4.0,63.6686930675012,0.0,24.757142,18.0,0.0,,0,False,3,7,False,0,3,28,3,223.619119116075,494.252899710859,0.0,,False
5.0,277.400541216063,0.0,24.757142,18.0,0.0,,0,False,3,7,False,0,3,28,3,63.6686930675012,228.11907513824,0.0,,False
1.0,180.711513583786,1.0,22.9375,18.0,5.0,,0,False,4,7,False,0,3,28,3,277.400541216063,83.4772394737553,0.0,,False
2.0,574.876667537715,1.0,22.9375,18.0,5.0,,0,False,4,7,False,0,3,28,3,180.711513583786,307.646493692214,0.0,,False
3.0,247.381838869973,1.0,22.9375,18.0,5.0,,0,False,4,7,False,0,3,28,3,574.876667537715,132.724706258412,0.0,,False
4.0,72.8643980994303,1.0,22.9375,18.0,5.0,,0,False,4,7,False,0,3,28,3,247.381838869973,531.353706005132,0.0,,False
5.0,274.779696075603,1.0,22.9375,18.0,5.0,,0,False,4,7,False,0,3,28,3,72.8643980994303,223.619119116075,0.0,,False
1.0,142.331090508761,0.0,20.375,12.0,5.0,,0,True,5,7,False,0,2,28,3,274.779696075603,63.6686930675012,0.0,,False
2.0,668.279669936841,0.0,20.375,12.0,5.0,,0,True,5,7,False,0,2,28,3,142.331090508761,277.400541216063,0.0,,False
3.0,320.066241689833,0.0,20.375,12.0,5.0,,0,True,5,7,False,0,2,28,3,668.279669936841,180.711513583786,0.0,,False
4.0,56.7325859363001,0.0,20.375,12.0,5.0,,0,True,5,7,False,0,2,28,3,320.066241689833,574.876667537715,0.0,,False
5.0,325.712408475341,0.0,20.375,12.0,5.0,,0,True,5,7,False,0,2,28,3,56.7325859363001,247.381838869973,0.0,,False
1.0,80.4531140833734,7.0,18.6,10.0,61.0,,0,True,6,7,False,2,1,28,3,325.712408475341,72.8643980994303,0.0,,False
2.0,755.585190097404,7.0,18.6,10.0,61.0,,0,True,6,7,False,2,1,28,3,80.4531140833734,274.779696075603,0.0,,False
3.0,273.940757145142,7.0,18.6,10.0,61.0,,0,True,6,7,False,2,1,28,3,755.585190097404,142.331090508761,0.0,,False
4.0,140.534826137305,7.0,18.6,10.0,61.0,,0,True,6,7,False,2,1,28,3,273.940757145142,668.279669936841,0.0,,False
5.0,354.517887131991,7.0,18.6,10.0,61.0,,0,True,6,7,False,2,1,28,3,140.534826137305,320.066241689833,0.0,,False
1.0,153.698550894933,7.0,19.45,15.0,63.0,,0,False,0,7,False,2,2,29,3,354.517887131991,56.7325859363001,0.0,,False
2.0,549.516511042481,7.0,19.45,15.0,63.0,,0,False,0,7,False,2,2,29,3,153.698550894933,325.712408475341,0.0,,False
3.0,253.553728025097,7.0,19.45,15.0,63.0,,0,False,0,7,False,2,2,29,3,549.516511042481,80.4531140833734,0.0,,False
4.0,80.7491612883671,7.0,19.45,15.0,63.0,,0,False,0,7,False,2,2,29,3,253.553728025097,755.585190097404,0.0,,False
5.0,271.315673214406,7.0,19.45,15.0,63.0,,0,False,0,7,False,2,2,29,3,80.7491612883671,273.940757145142,0.0,,False
1.0,157.385041577792,6.0,22.2625,9.0,61.0,,0,False,1,7,False,1,1,29,3,271.315673214406,140.534826137305,0.0,,False
2.0,544.627684283587,6.0,22.2625,9.0,61.0,,0,False,1,7,False,1,1,29,3,157.385041577792,354.517887131991,0.0,,False
3.0,264.734551298798,6.0,22.2625,9.0,61.0,,0,False,1,7,False,1,1,29,3,544.627684283587,153.698550894933,0.0,,False
4.0,60.3757248213977,6.0,22.2625,9.0,61.0,,0,False,1,7,False,1,1,29,3,264.734551298798,549.516511042481,0.0,,False
5.0,314.481770581967,6.0,22.2625,9.0,61.0,,0,False,1,7,False,1,1,29,3,60.3757248213977,253.553728025097,0.0,,False
1.0,158.680478444563,6.0,19.4125,7.0,63.0,,0,False,2,7,False,1,1,29,3,314.481770581967,80.7491612883671,0.0,,False
2.0,558.201351317468,6.0,19.4125,7.0,63.0,,0,False,2,7,False,1,1,29,3,158.680478444563,271.315673214406,0.0,,False
3.0,293.549360397151,6.0,19.4125,7.0,63.0,,0,False,2,7,False,1,1,29,3,558.201351317468,157.385041577792,0.0,,False
4.0,75.7094617154365,6.0,19.4125,7.0,63.0,,0,False,2,7,False,1,1,29,3,293.549360397151,544.627684283587,0.0,,False
5.0,323.632670176317,6.0,19.4125,7.0,63.0,,0,False,2,7,False,1,1,29,3,75.7094617154365,264.734551298798,0.0,,False
1.0,160.5229296933,4.0,22.7625,7.0,20.0,,0,False,3,7,False,1,1,29,3,323.632670176317,60.3757248213977,0.0,,False
2.0,601.547500290008,4.0,22.7625,7.0,20.0,,0,False,3,7,False,1,1,29,3,160.5229296933,314.481770581967,0.0,,False
3.0,279.755391379459,4.0,22.7625,7.0,20.0,,0,False,3,7,False,1,1,29,3,601.547500290008,158.680478444563,0.0,,False
4.0,44.5837021456503,4.0,22.7625,7.0,20.0,,0,False,3,7,False,1,1,29,3,279.755391379459,558.201351317468,0.0,,False
5.0,290.371931596416,4.0,22.7625,7.0,20.0,,0,False,3,7,False,1,1,29,3,44.5837021456503,293.549360397151,0.0,,False
1.0,119.811042532772,1.0,26.05,10.0,5.0,,0,False,4,7,False,0,1,29,3,290.371931596416,75.7094617154365,0.0,,False
2.0,611.760795891468,1.0,26.05,10.0,0.0,,0,False,4,7,False,0,1,29,3,119.811042532772,323.632670176317,0.0,,False
3.0,320.693452457975,1.0,26.05,10.0,5.0,,0,False,4,7,False,0,1,29,3,611.760795891468,160.5229296933,0.0,,False
4.0,65.1758893086205,1.0,26.05,10.0,5.0,,0,False,4,7,False,0,1,29,3,320.693452457975,601.547500290008,0.0,,False
5.0,279.606579712619,1.0,26.05,10.0,5.0,,0,False,4,7,False,0,1,29,3,65.1758893086205,279.755391379459,0.0,,False
1.0,144.785544515647,0.0,28.0625,13.0,5.0,,0,True,5,7,True,0,2,29,3,279.606579712619,44.5837021456503,0.0,,False
2.0,758.007682186119,0.0,28.0625,13.0,5.0,,0,True,5,7,True,0,2,29,3,144.785544515647,290.371931596416,0.0,,False
3.0,366.459562323487,0.0,28.0625,13.0,5.0,,0,True,5,7,True,0,2,29,3,758.007682186119,119.811042532772,0.0,,False
4.0,63.9396602318238,0.0,28.0625,13.0,5.0,,0,True,5,7,True,0,2,29,3,366.459562323487,611.760795891468,0.0,,False
5.0,305.406505596481,0.0,28.0625,13.0,5.0,,0,True,5,7,True,0,2,29,3,63.9396602318238,320.693452457975,0.0,,False
1.0,111.990298336233,3.0,24.3125,15.0,5.0,,0,True,6,7,False,0,2,29,3,305.406505596481,65.1758893086205,0.0,,False
2.0,780.884234750352,3.0,24.3125,15.0,5.0,,0,True,6,7,False,0,2,29,3,111.990298336233,279.606579712619,0.0,,False
3.0,339.902049984209,3.0,24.3125,15.0,5.0,,0,True,6,7,False,0,2,29,3,780.884234750352,144.785544515647,0.0,,False
4.0,113.342961427795,3.0,24.3125,15.0,5.0,,0,True,6,7,False,0,2,29,3,339.902049984209,758.007682186119,0.0,,False
5.0,365.530435169498,3.0,24.3125,15.0,5.0,,0,True,6,7,False,0,2,29,3,113.342961427795,366.459562323487,0.0,,False
1.0,137.703002341753,0.0,23.4875,19.0,5.0,,0,False,0,7,False,0,3,30,3,365.530435169498,63.9396602318238,0.0,,False
2.0,603.860645292956,0.0,23.4875,19.0,5.0,,0,False,0,7,False,0,3,30,3,137.703002341753,305.406505596481,0.0,,False
3.0,229.035975623008,0.0,23.4875,19.0,5.0,,0,False,0,7,False,0,3,30,3,603.860645292956,111.990298336233,0.0,,False
4.0,74.3176175346207,0.0,23.4875,19.0,5.0,,0,False,0,7,False,0,3,30,3,229.035975623008,780.884234750352,0.0,,False
5.0,384.722754951842,0.0,23.4875,19.0,5.0,,0,False,0,7,False,0,3,30,3,74.3176175346207,339.902049984209,0.0,,False
1.0,152.134170467115,0.0,24.9875,14.0,5.0,,0,False,1,7,False,0,2,30,3,384.722754951842,113.342961427795,0.0,,False
2.0,613.026582121477,0.0,24.9875,14.0,5.0,,0,False,1,7,False,0,2,30,3,152.134170467115,365.530435169498,0.0,,False
3.0,242.55244395064,0.0,24.9875,14.0,5.0,,0,False,1,7,False,0,2,30,3,613.026582121477,137.703002341753,0.0,,False
4.0,64.3379713508066,0.0,24.9875,14.0,5.0,,0,False,1,7,False,0,2,30,3,242.55244395064,603.860645292956,0.0,,False
5.0,288.485320151671,0.0,24.9875,14.0,5.0,,0,False,1,7,False,0,2,30,3,64.3379713508066,229.035975623008,0.0,,False
1.0,144.39193026197,0.0,25.0,14.0,5.0,,0,False,2,7,False,0,2,30,3,288.485320151671,74.3176175346207,0.0,,False
2.0,588.604501791308,0.0,25.0,14.0,5.0,,0,False,2,7,False,0,2,30,3,144.39193026197,384.722754951842,0.0,,False
3.0,287.633615174458,0.0,25.0,14.0,5.0,,0,False,2,7,False,0,2,30,3,588.604501791308,152.134170467115,0.0,,False
4.0,62.0133222629487,0.0,25.0,14.0,5.0,,0,False,2,7,False,0,2,30,3,287.633615174458,613.026582121477,0.0,,False
5.0,299.975419228409,0.0,25.0,14.0,5.0,,0,False,2,7,False,0,2,30,3,62.0133222629487,242.55244395064,0.0,,False
1.0,163.309889093623,0.0,24.8375,11.0,5.0,,0,False,3,7,False,0,2,30,3,299.975419228409,64.3379713508066,0.0,,False
2.0,571.880975843334,0.0,24.8375,11.0,5.0,,0,False,3,7,False,0,2,30,3,163.309889093623,288.485320151671,0.0,,False
3.0,299.289482451215,0.0,24.8375,11.0,5.0,,0,False,3,7,False,0,2,30,3,571.880975843334,144.39193026197,0.0,,False
4.0,55.5812697700574,0.0,24.8375,11.0,5.0,,0,False,3,7,False,0,2,30,3,299.289482451215,588.604501791308,0.0,,False
5.0,285.813397183365,0.0,24.8375,11.0,5.0,,0,False,3,7,False,0,2,30,3,55.5812697700574,287.633615174458,0.0,,False
1.0,145.131799090901,0.0,26.325,18.0,5.0,,0,False,4,7,True,0,3,30,3,285.813397183365,62.0133222629487,0.0,,False
2.0,570.629898893856,0.0,26.325,18.0,5.0,,0,False,4,7,True,0,3,30,3,145.131799090901,299.975419228409,0.0,,False
3.0,272.241080478593,0.0,26.325,18.0,5.0,,0,False,4,7,True,0,3,30,3,570.629898893856,163.309889093623,0.0,,False
4.0,72.4700702140274,0.0,26.325,18.0,5.0,,0,False,4,7,True,0,3,30,3,272.241080478593,571.880975843334,0.0,,False
5.0,310.380470201733,0.0,26.325,18.0,5.0,,0,False,4,7,True,0,3,30,3,72.4700702140274,299.289482451215,0.0,,False
1.0,171.321523510186,6.0,22.375,10.0,21.0,,0,True,5,7,False,1,1,30,3,310.380470201733,55.5812697700574,0.0,,False
2.0,685.499474554993,6.0,22.375,10.0,21.0,,0,True,5,7,False,1,1,30,3,171.321523510186,285.813397183365,0.0,,False
3.0,325.575890999292,6.0,22.375,10.0,21.0,,0,True,5,7,False,1,1,30,3,685.499474554993,145.131799090901,0.0,,False
4.0,54.4785321030328,6.0,22.375,10.0,21.0,,0,True,5,7,False,1,1,30,3,325.575890999292,570.629898893856,0.0,,False
5.0,318.191645962586,6.0,22.375,10.0,21.0,,0,True,5,7,False,1,1,30,3,54.4785321030328,272.241080478593,0.0,,False
1.0,90.1816334935297,3.0,25.55,12.0,21.0,,0,True,6,7,False,0,2,30,3,318.191645962586,72.4700702140274,0.0,,False
2.0,782.178370436687,3.0,25.55,12.0,21.0,,0,True,6,7,False,0,2,30,3,90.1816334935297,310.380470201733,0.0,,False
3.0,336.702952875535,3.0,25.55,12.0,21.0,,0,True,6,7,False,0,2,30,3,782.178370436687,171.321523510186,0.0,,False
4.0,130.342134846199,3.0,25.55,12.0,21.0,,0,True,6,7,False,0,2,30,3,336.702952875535,685.499474554993,0.0,,False
5.0,360.072361763218,3.0,25.55,12.0,21.0,,0,True,6,7,False,0,2,30,3,130.342134846199,325.575890999292,0.0,,False
1.0,157.813837411395,0.0,24.7625,7.0,0.0,,0,False,0,7,False,0,1,31,3,360.072361763218,54.4785321030328,0.0,,False
2.0,630.170881828104,0.0,24.7625,7.0,0.0,,0,False,0,7,False,0,1,31,3,157.813837411395,318.191645962586,0.0,,False
3.0,288.502420604966,0.0,24.7625,7.0,0.0,,0,False,0,7,False,0,1,31,3,630.170881828104,90.1816334935297,0.0,,False
4.0,68.3374949476673,0.0,24.7625,7.0,5.0,,0,False,0,7,False,0,1,31,3,288.502420604966,782.178370436687,0.0,,False
5.0,309.221736704548,0.0,24.7625,7.0,0.0,,0,False,0,7,False,0,1,31,3,68.3374949476673,336.702952875535,0.0,,False
1.0,144.455051194281,0.0,25.35,10.0,5.0,,0,False,1,7,False,0,1,31,3,309.221736704548,130.342134846199,0.0,,False
2.0,613.206800202833,0.0,25.35,10.0,5.0,,0,False,1,7,False,0,1,31,3,144.455051194281,360.072361763218,0.0,,False
3.0,287.894788588307,0.0,25.35,10.0,5.0,,0,False,1,7,False,0,1,31,3,613.206800202833,157.813837411395,0.0,,False
4.0,89.7377834900339,0.0,25.35,10.0,5.0,,0,False,1,7,False,0,1,31,3,287.894788588307,630.170881828104,0.0,,False
5.0,324.42755442785,0.0,25.35,10.0,5.0,,0,False,1,7,False,0,1,31,3,89.7377834900339,288.502420604966,0.0,,False
1.0,137.868369774792,6.0,22.925,12.0,61.0,,0,False,2,7,False,1,2,31,3,324.42755442785,68.3374949476673,0.0,,False
2.0,621.013463682731,6.0,22.925,12.0,61.0,,0,False,2,7,False,1,2,31,3,137.868369774792,309.221736704548,0.0,,False
3.0,322.875881063173,6.0,22.925,12.0,61.0,,0,False,2,7,False,1,2,31,3,621.013463682731,144.455051194281,0.0,,False
5.0,315.984826379323,6.0,22.925,12.0,61.0,,0,False,2,7,False,1,2,31,3,322.875881063173,613.206800202833,0.0,,False
1.0,174.333709830106,3.0,22.4375,12.0,21.0,,0,False,3,7,False,0,2,31,3,315.984826379323,287.894788588307,0.0,,False
2.0,600.50135887024,3.0,22.4375,12.0,21.0,,0,False,3,7,False,0,2,31,3,174.333709830106,89.7377834900339,0.0,,False
3.0,309.079343268278,3.0,22.4375,12.0,21.0,,0,False,3,7,False,0,2,31,3,600.50135887024,324.42755442785,0.0,,False
5.0,342.682103904377,3.0,22.4375,12.0,21.0,,0,False,3,7,False,0,2,31,3,309.079343268278,137.868369774792,0.0,,False
1.0,153.966193788182,1.0,26.725,8.0,0.0,,0,False,4,8,True,0,1,31,3,342.682103904377,621.013463682731,0.0,,False
2.0,607.946169858661,1.0,26.725,8.0,0.0,,0,False,4,8,True,0,1,31,3,153.966193788182,322.875881063173,0.0,,False
3.0,319.500774930285,1.0,26.725,8.0,0.0,,0,False,4,8,True,0,1,31,3,607.946169858661,315.984826379323,0.0,,False
4.0,55.4922004171488,1.0,26.725,8.0,0.0,,0,False,4,8,True,0,1,31,3,319.500774930285,174.333709830106,0.0,,False
5.0,338.081748886164,1.0,26.725,8.0,0.0,,0,False,4,8,True,0,1,31,3,55.4922004171488,600.50135887024,0.0,,False
1.0,189.444073316264,2.0,26.0875,12.0,0.0,,0,True,5,8,True,0,2,31,3,338.081748886164,309.079343268278,0.0,,False
2.0,792.653007246797,2.0,26.0875,12.0,0.0,,0,True,5,8,True,0,2,31,3,189.444073316264,342.682103904377,0.0,,False
3.0,371.317889627818,2.0,26.0875,12.0,61.0,,0,True,5,8,True,0,2,31,3,792.653007246797,153.966193788182,0.0,,False
4.0,71.2444851718065,2.0,26.0875,12.0,61.0,,0,True,5,8,True,0,2,31,3,371.317889627818,607.946169858661,0.0,,False
5.0,366.861495444026,2.0,26.0875,12.0,61.0,,0,True,5,8,True,0,2,31,3,71.2444851718065,319.500774930285,0.0,,False
1.0,75.380692980006,5.0,23.0875,9.0,63.0,,0,True,6,8,False,1,1,31,3,366.861495444026,55.4922004171488,0.0,,False
2.0,771.25128183175,5.0,23.0875,9.0,63.0,,0,True,6,8,False,1,1,31,3,75.380692980006,338.081748886164,0.0,,False
3.0,343.43792282254,5.0,23.0875,9.0,63.0,,0,True,6,8,False,1,1,31,3,771.25128183175,189.444073316264,0.0,,False
4.0,100.964636640682,5.0,23.0875,9.0,63.0,,0,True,6,8,False,1,1,31,3,343.43792282254,792.653007246797,0.0,,False
5.0,290.009691273793,5.0,23.0875,9.0,63.0,,0,True,6,8,False,1,1,31,3,100.964636640682,371.317889627818,0.0,,False
1.0,190.631341627449,6.0,22.5125,8.0,21.0,,0,False,0,8,False,1,1,32,3,290.009691273793,71.2444851718065,0.0,,False
